SPMCODE	SECTION	TAXA-Current_determination	LOOK-UP_Authors	ID.modifier	LOOK-UP_WCM-ID	LOOK-UP_Accepted name	LOOK-UP Parent Name	Determined_by	Determined_date	determination_reasoning_notes	Lab_receiving_material	Received_Materials	Type_of_material	Date_received	Institution_Person_sending_material	Ownership_of_Sequence	TAXA.received.as_piped_add_dets	Original_Tube_No	Accession_Num_Voucher	voucher_location	Collectors	Collector_no	TDWG	Country	State_Province_Region_territory	substate	substate rank	Site	habitat	associates	plant-attributes	latitute	longitude	datum	elevation	elevation_source	coordinates_source	photos	Original_project		Specimen_Notes	Imaged	Use_in_NSF-CAREX-1255901_Project	Database_Notes	SPM.EXCLUDE	SPM.DATE.EXCLUSION	SPM.EXCLUSION.NOTES	SEQUENCE_NAME	PERMISSION_TO_USE	temp-sn don't need to check	Include2019GlobalCarex	tipLabels2019	NCBI_geo_loc_name	ETS_NCBI_ACCESSION	ITS_NCBI_ACCESSION	matK_NCBI_ACCESSION	Projects_IncompleteList	SEQUENCED
spm00006530	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3382				8347																	Mexico 2015 Carex Collecting Trip	not written on bag	from Mexico 2015 Carex Collections trip										FALSE		 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006531	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3383				8349																	Mexico 2015 Carex Collecting Trip	not written on bag	from Mexico 2015 Carex Collections trip										FALSE		 	OK- in Reznicek ETS folder	OK- in Reznicek ITS folder	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006532	Mexico 2015 Carex Collecting Trip	not written on bag	#N/A		#N/A	#N/A	#N/A				MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	not written on bag	Carex-MOR-3384				8355																	Mexico 2015 Carex Collecting Trip	not written on bag	from Mexico 2015 Carex Collections trip										FALSE		 	OK- in Reznicek ETS folder	x	OK- in Reznicek matK folder	Mexico 2015 Carex Collecting Trip	yes
spm00006533	Mexico 2015 Carex Collecting Trip	Carex durangensis	Reznicek & S.González		urn:kew.org:wcs:taxon:226214	accepted		Anton Reznicek, A.Hipp			MOR	yes	silica dried material		Anton Reznicek/Andrew Hipp	REZNICEK_HIPP	Carex durangensis	Carex-MOR-3366			Anton Reznicek, Andrew Hipp	2015004		Mexico															Mexico 2015 Carex Collecting Trip	Carex durangensis											FALSE		Mexico 	OK- in Reznicek ETS folder	OK- in Reznicek ETS folder	OK- in Reznicek ETS folder	Mexico 2015 Carex Collecting Trip	yes
spm00006596		Carex polystachya	Sw. ex Wahlenb.		urn:kew.org:wcs:taxon:229885	accepted					MOR	yes	silica dried material?		A.A. Reznicek	REZNICEK	Carex polystachya	#N/A				SF490																													FALSE
spm00006597		Carex bartlettii	O'Neill		urn:kew.org:wcs:taxon:224881	not accepted	Carex polystachya var. bartlettii	A.A. Reznicek	2016	syn name	MOR	yes	herbarium		A.A. Reznicek	REZNICEK	Carex polystachya var. bartlettii|Carex bartlettii	Carex-MOR-3467	Naczi 15210	MICH	Robert F. C. Naczi	15210		Belize					lightly shades , dry-mesic, thin soil over bedrock on very steep, partially eroded bank at edge of forest above stream, locally common		densely caespitose	17.08995	-88.62012	WGS84																	FALSE		Belize
spm00006619	Schiedeanae	Carex distachya	Desf.		urn:kew.org:wcs:taxon:226080	accepted					MOR	yes			Tamara Villaverde	Villaverde	Carex distachya					71PJM13																	Villaverde HybSeq project												FALSE		 	NA	NA	NA	Villaverde HybSeq project	NO-RAD-SEQ
spm00008116	Schiedeanae	Carex revoluta	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	5/1/2017	Tony Reznicek	REZNICEK	Carex revoluta	Carex-MOR-3568	S. Gonzalez & A.A. Reznicek 10265	MICH	S. Gonzalez, AA Renicek, M. Pinedo	10265			Tamaulipas			Ca. 18 km SE of Bustamante, on road from Palmillas to Bustamante	Low rich scrub of legumes, composites, Dasylirion, etc. on steep limestone slopes. 		Abundant, especially on somewhat disturbed soil. 	23deg 19'24" N	99deg42"04"W		1900-1950m																FALSE		: Tamaulipas
spm00008117	Schiedeanae	Carex dentata	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	5/1/2017	Tony Reznicek	REZNICEK	Carex dentata	Carex-MOR-3569	S. Gonzalez & A.A. Reznicek 10273		S. Gonzalez, AA Renicek, M. Pinedo	10273			Tamaulipas			Ca. 8 air km NE of Bustamante, close to Ejido Gabino Vasquez, W of paved road to Miquihuana from Palmillas.	Low, open forest	Pinus cembroides and Quercus with scarce Pinus nelsonii	Common in open areas.	23 deg 28'37"N	99deg 43' 40" W																		FALSE		: Tamaulipas
spm00008118		Carex vizarronensis	#N/A		#N/A	#N/A	#N/A				MOR	yes	herbarium	5/1/2017	Tony Reznicek	REZNICEK	Carex vizarronensis	Carex-MOR-3570	A. Cabrera & M. Gomez 2264	MICH	A. Cabrera & M. Gomez	2264										20 deg 50' 01" N	99deg 43'22" W		2026msnm																FALSE
spm00008119		Carex aff. Laeneculmis	#N/A	aff.	#N/A	#N/A	#N/A				MOR	yes	herbarium	5/1/2017	Tony Reznicek	REZNICEK	Carex aff. Laeneculmis	Carex-MOR-3571	S.A. Reznicek & A.A Reznicek	MICH	S.A. Reznicek & A.A Reznicek	7385		USA	Colorado	larimer	County		Wet, seepy openings in conifer forest and seepy edes of forest.	Carex aquatilis	Frequent, in conifer forest, cespitose.				9000ft																FALSE		USA: Colorado
spm00008120		Carex chordalis ca	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex chordalis ca	DNA01PJM17	Ton 9749 & Mtz. de Lopez	MICH	Ton & Mtz. de Lopez	9749	MXT		Chiapas																										FALSE		: Chiapas
spm00008121		Carex chordalis ca	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex chordalis ca	DNA02PJM17	Gonzalez & Reznicek 10518	MICH	Gonzalez & Reznicek	10518	MXT		Chiapas																										FALSE		: Chiapas
spm00008122		Carex cortesii	Liebm.		urn:kew.org:wcs:taxon:225708	accepted					MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex cortesii	DNA03PJM17	Tenorio 15026	MICH	Tenorio	15026	MXC		Puebla																										FALSE		: Puebla
spm00008123		Carex cortesii	Liebm.		urn:kew.org:wcs:taxon:225708	accepted					MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex cortesii	DNA04PJM17	Freudenstein 2169	MICH	Freudenstein	2169	MXS		Oaxaca																										FALSE		: Oaxaca
spm00008124		Carex cortesii cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex cortesii cf	DNA05PJM17	Weinmann M9	MICH	Weinmann	M9	MXS		Oaxaca																										FALSE		: Oaxaca
spm00008125		Carex spilocarpa cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex spilocarpa cf	DNA06PJM17	Reznicek & Gregory sn	MICH	Reznicek & Gregory 		MXS		Oaxaca																										FALSE		: Oaxaca
spm00008126		Carex spilocarpa cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex spilocarpa cf	DNA07PJM17	Reznicek 8092 & Reznicek	MICH	Reznicek & Reznicek	8092	MXS		Oaxaca																										FALSE		: Oaxaca
spm00008127		Carex donnell-smithii auct	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex donnell-smithii auct	DNA08PJM17	Panero et al 3107	MICH	Panero et al	3107	MXT		Chiapas																										FALSE		: Chiapas
spm00008128		Carex donnell-smithii auct	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex donnell-smithii auct	DNA09PJM17	Naczi 2298 et al.	MICH	Naczi et al.	2298	COS																												FALSE
spm00008129		Carex donnell-smithii auct	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex donnell-smithii auct	DNA10PJM17	Gonzalez & Reznicek 10499	MICH	Gonzalez & Reznicek	10499	MXT		Chiapas																										FALSE		: Chiapas
spm00008130		Carex jamesonii cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex jamesonii cf	DNA11PJM17	Kress 94-5187A & Cablk	MICH	Kress & Cablk	94-5187A	COS																												FALSE
spm00008131		Carex jamesonii cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex jamesonii cf	DNA12PJM17	Evans 1441	MICH	Evans	1441	HON																												FALSE
spm00008132		Carex tuberculata	Liebm.		urn:kew.org:wcs:taxon:231731	accepted					MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex tuberculata	DNA13PJM17	Zika 15385	MICH	Zika	15385	MXC																												FALSE
spm00008133		Carex tuberculata cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex tuberculata cf	DNA14PJM17	Gonzalez & Reznicek 10534	MICH	Gonzalez & Reznicek	10534	MXS		Oaxaca																										FALSE		: Oaxaca
spm00008134		Carex tuberculata cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex tuberculata cf	DNA15PJM17	Zike 15376	MICH	Zike	15376	MXG		Veracruz																										FALSE		: Veracruz
spm00008135		Carex tuberculata cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex tuberculata cf	DNA16PJM17	Reznicek & Gregory sn	MICH	Reznicek & Gregory sn		MXS		Oaxaca																										FALSE		: Oaxaca
spm00008136		Carex tuberculata cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex tuberculata cf	DNA17PJM17	McClintock sn	MICH	McClintock		MXC		Morelos																										FALSE		: Morelos
spm00008137		Carex tuberculata cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex tuberculata cf	DNA18PJM17	Gonzalez & Reznicek 10531	MICH	Gonzalez & Reznicek	10531	MXS		Oaxaca																										FALSE		: Oaxaca
spm00008138		Carex tuberculata cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex tuberculata cf	DNA19PJM17	Gonzalez & Reznicek 10539	MICH	Gonzalez & Reznicek	10539	MXS		Oaxaca																										FALSE		: Oaxaca
spm00008139		Carex breedlowei ined	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex breedlowei ined	DNA20PJM17	Breedlove 26258	MICH	Breedlove	26258	MXT		Chiapas																										FALSE		: Chiapas
spm00008140		Carex breedlowei ined	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex breedlowei ined	DNA21PJM17	Thomas & Villasenor 3647	MICH	Thomas & Villasenor	3647	MXT		Chiapas																										FALSE		: Chiapas
spm00008141		Carex chordalis	Liebm.		urn:kew.org:wcs:taxon:225518	not accepted	Carex jamesonii var. gracilis				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex chordalis	DNA22PJM17	Gonzalez & Reznicek 10742	MICH	Gonzalez & Reznicek	10742	MXE		Hidalgo																										FALSE		: Hidalgo
spm00008142		Carex chordalis	Liebm.		urn:kew.org:wcs:taxon:225518	not accepted	Carex jamesonii var. gracilis				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex chordalis	DNA23PJM17	Morones 109	MICH	Morones	109	MXS		Jalisco																										FALSE		: Jalisco
spm00008143		Carex chordalis cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex chordalis cf	DNA24PJM17	Gonzalez & Reznicek 10488	MICH	Gonzalez & Reznicek	10488	MXT		Chiapas																										FALSE		: Chiapas
spm00008144		Carex chordalis cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex chordalis cf	DNA25PJM17	Daniel & Araque 9879	MICH	Daniel & Araque	9879	HON																												FALSE
spm00008145		Carex sect Fecundae	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex sect Fecundae	DNA26PJM17	Gonzalez & Reznicek 10526	MICH	Gonzalez & Reznicek	10526	MXG		Veracruz																										FALSE		: Veracruz
spm00008146		Carex sect Fecundae	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex sect Fecundae	DNA27PJM17	Gonzalez Y Reznicek 10514	MICH	Gonzalez & Reznicek	10514	MXT		Chiapas																										FALSE		: Chiapas
spm00008147		Carex sect Fecundae	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex sect Fecundae	DNA28PJM17	McClintock 39	MICH	McClintock	39	MXC		Morelos																										FALSE		: Morelos
spm00008148		Carex sect Fecundae	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex sect Fecundae	DNA29PJM17	Smith 124	MICH	Smith	124	GUA																												FALSE
spm00008149		Carex sect Fecundae	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex sect Fecundae	DNA30PJM17	Reznicek 8078 & Reznicek	MICH	Reznicek & Reznicek	8078	MXS		Oaxaca																										FALSE		: Oaxaca
spm00008150		Carex sect Fecundae	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex sect Fecundae	DNA31PJM17	Zika 2800 & Barrington	MICH	Zika & Barrington	2800	COS																												FALSE
spm00008151		Carex sect Fecundae	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex sect Fecundae	DNA32PJM17	Reznicek 8090 & Reznicek	MICH	Reznicek & Reznicek	8090	MXS		Oaxaca																										FALSE		: Oaxaca
spm00008152		Carex kelloggii	W.Boott		urn:kew.org:wcs:taxon:227755	not accepted	Carex lenticularis var. lipocarpa				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex kelloggii	DNA33PJM17	Gebauer et al. P16/25	UPOS/HAL	Gebauer et al.	p16/25	WAS																												FALSE
spm00008153		Carex aquatilis var. dives	(Holm) Kük.		urn:kew.org:wcs:taxon:224569	accepted					MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex aquatilis var. dives	DNA34PJM17	Gebauer et al. P16/20	UPOS/HAL	Gebauer et al.	p16/20	WAS																												FALSE
spm00008154		Carex exsiccata cf	#N/A		#N/A	#N/A	#N/A				MOR; back to Pedro	yes	herbarium		Pedro Jimenez & Tony Reznicek	REZNICEK	Carex exsiccata cf	DNA35PJM17	Gebauer et al. P16/27	UPOS/HAL	Gebauer et al.	p16/27	WAS																												FALSE
